groupId,compound,compoundId,sample,peakMz,medianMz,baseMz,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakAreaTop,peakAreaCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_125,289.85001,289.85001,289.85001,7.47,7.44,7.55,0.755,634,7.57E+03,408,7.52E+03,43,63.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_128,289.85001,289.85001,289.85001,7.48,7.42,7.55,0.788,692,8.79E+03,513,8.74E+03,47,69.2,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_126,289.85001,289.85001,289.85001,7.49,7.44,7.58,0.811,699,8.34E+03,610,8.29E+03,51,69.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_131,289.85001,289.85001,289.85001,7.54,7.5,7.57,0.778,306,2.61E+03,221,2.58E+03,25,30.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_127,289.85001,289.85001,289.85001,7.51,7.47,7.59,0.788,629,7.71E+03,540,7.65E+03,49,62.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_132,289.85001,289.85001,289.85001,7.52,7.47,7.56,0.749,239,1.86E+03,192,1.82E+03,33,23.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_133,289.85001,289.85001,289.85001,7.5,7.45,7.57,0.808,355,3.28E+03,283,3.23E+03,39,35.5,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_134,289.85001,289.85001,289.85001,7.5,7.44,7.57,0.759,321,2.56E+03,257,2.51E+03,43,32.1,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_136,289.85001,289.85001,289.85001,7.53,7.47,7.57,0.778,325,2.81E+03,247,2.76E+03,34,32.5,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_003,289.85001,289.85001,289.85001,7.52,7.47,7.58,0.793,586,7.97E+03,556,7.92E+03,43,58.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_009,289.85001,289.85001,289.85001,7.49,7.46,7.56,0.79,719,8.87E+03,556,8.83E+03,42,71.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_011,289.85001,289.85001,289.85001,7.49,7.44,7.55,0.797,597,8.21E+03,541,8.17E+03,42,59.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_010,289.85001,289.85001,289.85001,7.49,7.45,7.56,0.782,609,8.33E+03,517,8.29E+03,43,60.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_012,289.85001,289.85001,289.85001,7.52,7.48,7.59,0.785,689,8.86E+03,584,8.81E+03,43,68.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_013,289.85001,289.85001,289.85001,7.48,7.45,7.55,0.785,524,7.84E+03,486,7.80E+03,40,52.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_014,289.85001,289.85001,289.85001,7.48,7.43,7.55,0.794,679,7.74E+03,548,7.69E+03,45,67.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_004,289.85001,289.85001,289.85001,7.74,7.58,7.74,0.0412,3.79,67.3,1.91,5.83,44,0.379,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_001,289.85001,289.85001,289.85001,7.87,7.85,7.97,0.465,3.41,54,1.85,7.08,38,0.341,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_005,289.85001,289.85001,289.85001,7.49,7.45,7.56,0.801,743,9.35E+03,643,9.30E+03,43,74.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_002,289.85001,289.85001,289.85001,8.03,7.3,8.11,0.264,3.66,308,1.82,9.44,201,0.366,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_006,289.85001,289.85001,289.85001,7.48,7.45,7.55,0.809,843,8.94E+03,685,8.91E+03,40,84.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_007,289.85001,289.85001,289.85001,7.53,7.49,7.59,0.757,564,7.34E+03,469,7.31E+03,38,56.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_008,289.85001,289.85001,289.85001,7.5,7.44,7.56,0.798,694,9.02E+03,562,8.98E+03,43,69.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_020,289.85001,289.85001,289.85001,7.48,7.45,7.55,0.801,559,6.84E+03,478,6.81E+03,39,55.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_021,289.85001,289.85001,289.85001,7.49,7.45,7.53,0.781,728,8.86E+03,600,8.83E+03,34,72.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_032,289.85001,289.85001,289.85001,7.49,7.46,7.56,0.807,590,9.05E+03,584,9.00E+03,37,59,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_026,289.85001,289.85001,289.85001,7.48,7.44,7.54,0.796,735,9.23E+03,593,9.19E+03,38,73.5,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_034,289.85001,289.85001,289.85001,7.49,7.43,7.54,0.792,763,8.67E+03,642,8.62E+03,42,76.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_027,289.85001,289.85001,289.85001,7.52,7.48,7.59,0.792,657,9.04E+03,597,8.99E+03,44,65.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_035,289.85001,289.85001,289.85001,7.5,7.47,7.57,0.791,528,7.87E+03,521,7.83E+03,43,52.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_036,289.85001,289.85001,289.85001,7.51,7.48,7.59,0.771,688,8.54E+03,572,8.49E+03,45,68.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_037,289.85001,289.85001,289.85001,7.48,7.44,7.55,0.796,731,8.96E+03,627,8.92E+03,44,73.1,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_038,289.85001,289.85001,289.85001,7.48,7.44,7.54,0.792,747,8.91E+03,583,8.87E+03,42,74.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_015,289.85001,289.85001,289.85001,7.49,7.44,7.56,0.788,457,6.43E+03,424,6.39E+03,44,45.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_028,289.85001,289.85001,289.85001,7.49,7.45,7.56,0.779,578,8.24E+03,514,8.19E+03,43,57.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_016,289.85001,289.85001,289.85001,7.49,7.43,7.56,0.779,595,7.02E+03,531,6.97E+03,48,59.5,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_022,289.85001,289.85001,289.85001,7.52,7.47,7.59,0.794,766,8.49E+03,613,8.44E+03,45,76.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_017,289.85001,289.85001,289.85001,7.48,7.43,7.56,0.791,629,8.22E+03,601,8.16E+03,48,62.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_033,289.85001,289.85001,289.85001,7.51,7.48,7.59,0.825,710,9.06E+03,628,9.02E+03,42,71,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_025,289.85001,289.85001,289.85001,7.51,7.47,7.58,0.817,711,1.06E+04,703,1.05E+04,41,71.1,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_039,289.85001,289.85001,289.85001,7.5,7.44,7.57,0.81,632,8.80E+03,563,8.75E+03,49,63.2,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_040,289.85001,289.85001,289.85001,7.5,7.48,7.56,0.78,626,7.29E+03,490,7.25E+03,34,62.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_018,289.85001,289.85001,289.85001,7.49,7.44,7.55,0.805,576,8.40E+03,571,8.35E+03,40,57.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_019,289.85001,289.85001,289.85001,7.48,7.42,7.55,0.787,628,8.51E+03,547,8.46E+03,50,62.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_023,289.85001,289.85001,289.85001,7.5,7.44,7.57,0.798,596,8.83E+03,565,8.77E+03,50,59.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_024,289.85001,289.85001,289.85001,7.49,7.46,7.57,0.788,697,9.00E+03,618,8.95E+03,40,69.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_030,289.85001,289.85001,289.85001,7.48,7.44,7.54,0.799,928,1.13E+04,779,1.13E+04,37,92.8,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_031,289.85001,289.85001,289.85001,7.5,7.45,7.57,0.8,713,8.09E+03,556,8.04E+03,48,71.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_029,289.85001,289.85001,289.85001,7.48,7.44,7.55,0.798,756,8.85E+03,623,8.81E+03,40,75.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_106,289.85001,289.85001,289.85001,7.52,7.48,7.6,0.78,606,7.25E+03,540,7.20E+03,44,60.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_108,289.85001,289.85001,289.85001,7.48,7.45,7.55,0.797,734,8.03E+03,609,7.98E+03,43,73.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_124,289.85001,289.85001,289.85001,7.49,7.44,7.58,0.797,690,9.42E+03,646,9.36E+03,56,69,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_117,289.85001,289.85001,289.85001,7.47,7.39,7.72,0.779,202,2.15E+03,169,2.01E+03,92,20.2,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_102,289.85001,289.85001,289.85001,7.5,7.47,7.58,0.791,640,7.47E+03,516,7.43E+03,42,64,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_114,289.85001,289.85001,289.85001,7.48,7.35,7.61,0.793,297,2.22E+03,162,2.11E+03,87,29.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_100,289.85001,289.85001,289.85001,7.49,7.46,7.57,0.803,750,7.72E+03,564,7.68E+03,45,75,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_104,289.85001,289.85001,289.85001,7.5,7.47,7.57,0.807,749,7.60E+03,596,7.56E+03,39,74.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_099,289.85001,289.85001,289.85001,7.49,7.46,7.59,0.776,589,7.78E+03,482,7.73E+03,48,58.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_105,289.85001,289.85001,289.85001,7.49,7.43,7.57,0.803,804,9.26E+03,626,9.21E+03,50,80.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_107,289.85001,289.85001,289.85001,7.52,7.47,7.58,0.793,520,7.45E+03,485,7.41E+03,41,52,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_111,289.85001,289.85001,289.85001,7.49,7.45,7.57,0.759,377,4.49E+03,295,4.44E+03,45,37.7,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_113,289.85001,289.85001,289.85001,7.49,7.46,7.56,0.702,214,2.32E+03,160,2.28E+03,37,21.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_119,289.85001,289.85001,289.85001,7.47,7.45,7.55,0.791,469,7.02E+03,420,6.98E+03,38,46.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_120,289.85001,289.85001,289.85001,7.48,7.43,7.56,0.822,663,7.97E+03,598,7.92E+03,49,66.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_110,289.85001,289.85001,289.85001,7.51,7.25,7.58,0.736,182,2.26E+03,111,2.13E+03,105,18.2,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_116,289.85001,289.85001,289.85001,7.49,7.27,7.6,0.749,184,2.08E+03,130,1.96E+03,101,18.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_109,289.85001,289.85001,289.85001,7.51,7.44,7.58,0.774,234,2.32E+03,152,2.26E+03,44,23.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_118,289.85001,289.85001,289.85001,7.49,7.43,7.59,0.752,174,2.31E+03,124,2.25E+03,52,17.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_121,289.85001,289.85001,289.85001,7.5,7.46,7.6,0.778,610,8.40E+03,524,8.35E+03,47,61,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_112,289.85001,289.85001,289.85001,7.49,7.45,7.58,0.781,474,6.06E+03,354,6.01E+03,48,47.4,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_115,289.85001,289.85001,289.85001,7.5,7.4,7.6,0.769,169,2.15E+03,142,2.07E+03,73,16.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_122,289.85001,289.85001,289.85001,7.49,7.45,7.58,0.8,836,8.83E+03,625,8.78E+03,49,83.6,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_123,289.85001,289.85001,289.85001,7.46,7.44,7.56,0.737,570,7.72E+03,468,7.67E+03,44,57,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_101,289.85001,289.85001,289.85001,7.52,7.47,7.6,0.796,833,9.62E+03,666,9.57E+03,47,83.3,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_103,289.85001,289.85001,289.85001,7.5,7.45,7.58,0.804,741,7.95E+03,567,7.90E+03,45,74.1,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_139,289.85001,289.85001,289.85001,7.5,7.47,7.56,0.765,340,3.22E+03,297,3.18E+03,34,34,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_141,289.85001,289.85001,289.85001,7.54,7.5,7.61,0.746,379,3.58E+03,309,3.53E+03,42,37.9,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_144,289.85001,289.85001,289.85001,7.7,7.5,7.73,0.0935,2.92,106,1.72,5.13,68,0.292,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_140,289.85001,289.85001,289.85001,7.53,7.48,7.59,0.763,415,3.51E+03,326,3.46E+03,40,41.5,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_143,289.85001,289.85001,289.85001,7.66,7.07,7.66,0.0992,5.54,259,2.51,15.7,176,0.554,0,
0,cholic acid d4 confirm,cholic acid d4 confirm,mtab_TSQ_KHU8_2021_0618_142,289.85001,289.85001,289.85001,7.52,7.47,7.58,0.782,365,3.18E+03,318,3.13E+03,43,36.5,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_078,99.18,99.18,99.18,4.6,4.55,4.68,0.851,2.08E+04,1.07E+05,1.78E+04,1.07E+05,25,2.08E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_082,99.18,99.18,99.18,4.58,4.49,4.68,0.842,2.23E+04,1.19E+05,1.80E+04,1.19E+05,36,2.23E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_075,99.18,99.18,99.18,4.59,4.5,4.64,0.85,1.87E+04,1.09E+05,1.68E+04,1.09E+05,21,1.87E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_085,99.18,99.18,99.18,4.6,4.54,4.67,0.851,1.68E+04,9.77E+04,1.41E+04,9.77E+04,23,1.68E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_074,99.18,99.18,99.18,4.6,4.51,4.68,0.848,2.01E+04,1.15E+05,1.81E+04,1.15E+05,32,2.01E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_088,99.18,99.18,99.18,4.58,4.51,4.69,0.851,2.27E+04,1.24E+05,2.08E+04,1.24E+05,31,2.27E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_089,99.18,99.18,99.18,4.57,4.5,4.67,0.851,1.71E+04,9.75E+04,1.43E+04,9.75E+04,25,1.71E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_076,99.18,99.18,99.18,4.59,4.52,4.67,0.851,2.05E+04,1.23E+05,1.81E+04,1.23E+05,29,2.05E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_077,99.18,99.18,99.18,4.59,4.55,4.66,0.851,2.06E+04,1.03E+05,1.73E+04,1.03E+05,21,2.06E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_081,99.18,99.18,99.18,4.59,4.5,4.68,0.851,2.22E+04,1.16E+05,1.87E+04,1.16E+05,30,2.22E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_083,99.18,99.18,99.18,4.56,4.52,4.65,0.849,2.21E+04,1.24E+05,1.98E+04,1.24E+05,22,2.21E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_090,99.18,99.18,99.18,4.58,4.49,4.66,0.847,1.95E+04,1.23E+05,1.80E+04,1.23E+05,29,1.95E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_091,99.18,99.18,99.18,4.6,4.54,4.68,0.85,1.96E+04,1.07E+05,1.71E+04,1.07E+05,25,1.96E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_086,99.18,99.18,99.18,4.58,4.49,4.69,0.851,1.79E+04,1.04E+05,1.49E+04,1.04E+05,35,1.79E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_093,99.18,99.18,99.18,4.59,4.52,4.67,0.851,1.76E+04,1.06E+05,1.59E+04,1.06E+05,26,1.76E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_094,99.18,99.18,99.18,4.6,4.56,4.66,0.85,1.96E+04,1.17E+05,1.80E+04,1.17E+05,19,1.96E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_079,99.18,99.18,99.18,4.6,4.53,4.69,0.85,2.13E+04,1.19E+05,1.84E+04,1.19E+05,29,2.13E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_080,99.18,99.18,99.18,4.58,4.51,4.67,0.85,2.07E+04,1.08E+05,1.73E+04,1.08E+05,26,2.07E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_097,99.18,99.18,99.18,4.6,4.54,4.7,0.848,1.85E+04,9.43E+04,1.61E+04,9.43E+04,29,1.85E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_098,99.18,99.18,99.18,4.57,4.52,4.63,0.849,2.15E+04,1.09E+05,1.77E+04,1.09E+05,18,2.15E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_095,99.18,99.18,99.18,4.59,4.55,4.69,0.85,2.06E+04,1.22E+05,1.93E+04,1.22E+05,25,2.06E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_092,99.18,99.18,99.18,4.58,4.49,4.7,0.843,1.72E+04,9.71E+04,1.39E+04,9.71E+04,39,1.72E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_087,99.18,99.18,99.18,4.6,4.53,4.68,0.851,2.15E+04,1.22E+05,1.88E+04,1.22E+05,27,2.15E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_073,99.18,99.18,99.18,4.58,4.55,4.66,0.851,2.08E+04,1.09E+05,1.65E+04,1.09E+05,21,2.08E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_096,99.18,99.18,99.18,4.59,4.56,4.68,0.848,1.91E+04,9.35E+04,1.49E+04,9.35E+04,20,1.91E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_084,99.18,99.18,99.18,4.58,4.51,4.66,0.851,1.68E+04,9.30E+04,1.43E+04,9.30E+04,26,1.68E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_059,99.18,99.18,99.18,4.58,4.5,4.65,0.848,1.96E+04,1.11E+05,1.84E+04,1.11E+05,24,1.96E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_050,99.18,99.18,99.18,4.59,4.54,4.69,0.845,1.79E+04,1.07E+05,1.69E+04,1.07E+05,26,1.79E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_054,99.18,99.18,99.18,4.58,4.54,4.65,0.851,1.89E+04,1.08E+05,1.58E+04,1.08E+05,21,1.89E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_062,99.18,99.18,99.18,4.6,4.57,4.7,0.845,1.91E+04,1.10E+05,1.73E+04,1.10E+05,22,1.91E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_047,99.18,99.18,99.18,4.61,4.55,4.69,0.848,2.09E+04,1.17E+05,1.90E+04,1.17E+05,23,2.09E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_052,99.18,99.18,99.18,4.59,4.55,4.68,0.851,2.01E+04,1.17E+05,1.96E+04,1.17E+05,24,2.01E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_057,99.18,99.18,99.18,4.58,4.53,4.64,0.845,1.78E+04,1.08E+05,1.59E+04,1.08E+05,19,1.78E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_058,99.18,99.18,99.18,4.57,4.52,4.64,0.851,2.38E+04,1.34E+05,2.20E+04,1.34E+05,23,2.38E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_049,99.18,99.18,99.18,4.58,4.55,4.64,0.851,2.18E+04,1.13E+05,1.74E+04,1.13E+05,17,2.18E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_051,99.18,99.18,99.18,4.6,4.54,4.7,0.851,1.96E+04,1.15E+05,1.77E+04,1.15E+05,27,1.96E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_060,99.18,99.18,99.18,4.6,4.51,4.68,0.85,2.18E+04,1.24E+05,2.02E+04,1.24E+05,30,2.18E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_061,99.18,99.18,99.18,4.58,4.51,4.66,0.849,1.86E+04,1.07E+05,1.62E+04,1.07E+05,28,1.86E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_064,99.18,99.18,99.18,4.58,4.49,4.66,0.851,2.61E+04,1.36E+05,2.13E+04,1.36E+05,27,2.61E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_065,99.18,99.18,99.18,4.61,4.51,4.7,0.851,2.05E+04,1.10E+05,1.74E+04,1.10E+05,31,2.05E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_066,99.18,99.18,99.18,4.57,4.51,4.67,0.851,2.13E+04,1.12E+05,1.71E+04,1.12E+05,30,2.13E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_053,99.18,99.18,99.18,4.61,4.55,4.71,0.85,1.72E+04,1.01E+05,1.54E+04,1.01E+05,26,1.72E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_067,99.18,99.18,99.18,4.59,4.5,4.66,0.85,2.11E+04,1.13E+05,1.66E+04,1.13E+05,27,2.11E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_068,99.18,99.18,99.18,4.59,4.53,4.66,0.851,2.08E+04,1.19E+05,1.90E+04,1.19E+05,26,2.08E+03,0,
0,d2-Biotin pos confirm,d2-Biotin pos confirm,mtab_TSQ_KHU8_2021_0618_069,99.18,99.18,99.18,4.61,4.54,4.7,0.851,1.80E+04,1.13E+05,1.71E+04,1.13E+05,28,1.80E+03,0,
