groupId,compound,compoundId,sample,peakMz,medianMz,baseMz,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakAreaTop,peakAreaCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_141,88.106003,88.106003,88.106003,3.51,3.45,3.62,0.847,1.21E+05,5.25E+05,1.06E+05,5.25E+05,34,1.45E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_144,88.106003,88.106003,88.106003,3.59,3.36,3.65,0.44,133,201,45,137,45,13.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_140,88.106003,88.106003,88.106003,3.51,3.42,3.62,0.851,6.91E+04,3.02E+05,6.17E+04,3.02E+05,33,6.91E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_143,88.106003,88.106003,88.106003,3.5,3.37,3.59,0.575,48.9,103,17.1,55.6,35,4.89,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_142,88.106003,88.106003,88.106003,3.49,3.41,3.6,0.849,2.23E+05,1.00E+06,2.01E+05,1.00E+06,35,3.16E+03,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_078,347.29501,347.29501,347.29501,7.51,7.47,7.59,0.83,5.83E+03,8.28E+04,5.67E+03,8.27E+04,53,583,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_082,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.831,6.00E+03,8.52E+04,5.33E+03,8.52E+04,52,600,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_075,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.833,6.23E+03,8.57E+04,5.52E+03,8.56E+04,52,623,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_085,347.29501,347.29501,347.29501,7.52,7.47,7.61,0.819,5.03E+03,7.49E+04,4.91E+03,7.48E+04,55,503,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_074,347.29501,347.29501,347.29501,7.51,7.46,7.59,0.847,6.01E+03,8.67E+04,5.80E+03,8.67E+04,53,601,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_088,347.29501,347.29501,347.29501,7.5,7.46,7.58,0.832,6.26E+03,8.37E+04,5.53E+03,8.36E+04,49,626,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_089,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.832,5.92E+03,7.89E+04,5.46E+03,7.88E+04,56,592,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_076,347.29501,347.29501,347.29501,7.5,7.45,7.59,0.825,5.26E+03,7.70E+04,4.97E+03,7.69E+04,56,526,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_077,347.29501,347.29501,347.29501,7.5,7.44,7.58,0.832,5.12E+03,7.68E+04,4.92E+03,7.67E+04,53,512,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_081,347.29501,347.29501,347.29501,7.5,7.46,7.58,0.847,5.89E+03,8.71E+04,5.71E+03,8.71E+04,50,589,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_083,347.29501,347.29501,347.29501,7.47,7.42,7.56,0.824,6.84E+03,9.98E+04,6.71E+03,9.97E+04,58,684,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_090,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.847,6.96E+03,1.01E+05,6.54E+03,1.01E+05,56,696,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_091,347.29501,347.29501,347.29501,7.51,7.48,7.6,0.836,6.25E+03,8.58E+04,5.99E+03,8.58E+04,51,625,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_086,347.29501,347.29501,347.29501,7.5,7.44,7.58,0.847,5.71E+03,8.25E+04,5.51E+03,8.24E+04,53,571,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_093,347.29501,347.29501,347.29501,7.52,7.47,7.59,0.83,5.95E+03,8.30E+04,5.51E+03,8.30E+04,51,595,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_094,347.29501,347.29501,347.29501,7.51,7.46,7.6,0.831,6.09E+03,9.24E+04,5.75E+03,9.24E+04,56,609,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_079,347.29501,347.29501,347.29501,7.51,7.47,7.59,0.828,5.94E+03,8.67E+04,5.87E+03,8.66E+04,50,480,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_080,347.29501,347.29501,347.29501,7.49,7.45,7.57,0.848,6.51E+03,9.05E+04,6.18E+03,9.05E+04,47,651,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_097,347.29501,347.29501,347.29501,7.51,7.48,7.6,0.845,5.25E+03,7.66E+04,5.06E+03,7.65E+04,51,525,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_098,347.29501,347.29501,347.29501,7.49,7.45,7.58,0.835,6.50E+03,9.61E+04,5.70E+03,9.60E+04,55,650,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_095,347.29501,347.29501,347.29501,7.5,7.44,7.58,0.849,6.86E+03,9.63E+04,6.71E+03,9.63E+04,56,686,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_092,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.834,5.97E+03,8.22E+04,5.66E+03,8.21E+04,51,597,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_087,347.29501,347.29501,347.29501,7.51,7.46,7.61,0.845,5.70E+03,8.43E+04,5.39E+03,8.43E+04,58,570,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_073,347.29501,347.29501,347.29501,7.5,7.44,7.57,0.827,5.54E+03,7.75E+04,4.69E+03,7.75E+04,55,554,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_096,347.29501,347.29501,347.29501,7.51,7.46,7.59,0.823,5.32E+03,8.10E+04,5.10E+03,8.09E+04,55,532,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_084,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.832,5.29E+03,7.46E+04,4.98E+03,7.45E+04,54,529,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_059,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.832,5.38E+03,8.21E+04,5.25E+03,8.20E+04,53,538,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_050,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.828,5.86E+03,8.46E+04,5.54E+03,8.46E+04,54,586,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_054,347.29501,347.29501,347.29501,7.48,7.44,7.57,0.828,4.67E+03,7.35E+04,4.36E+03,7.35E+04,53,467,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_062,347.29501,347.29501,347.29501,7.52,7.46,7.6,0.818,6.00E+03,8.63E+04,5.73E+03,8.62E+04,54,380,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_047,347.29501,347.29501,347.29501,7.52,7.46,7.59,0.826,5.54E+03,8.50E+04,4.86E+03,8.49E+04,55,554,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_052,347.29501,347.29501,347.29501,7.49,7.44,7.58,0.83,4.88E+03,6.78E+04,4.48E+03,6.78E+04,57,488,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_057,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.832,5.77E+03,8.22E+04,5.25E+03,8.21E+04,52,577,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_058,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.828,5.75E+03,8.52E+04,5.34E+03,8.51E+04,50,575,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_049,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.824,5.55E+03,8.24E+04,5.15E+03,8.24E+04,51,555,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_051,347.29501,347.29501,347.29501,7.5,7.46,7.59,0.825,5.73E+03,8.29E+04,5.44E+03,8.28E+04,54,573,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_060,347.29501,347.29501,347.29501,7.5,7.46,7.59,0.835,5.77E+03,8.95E+04,5.55E+03,8.94E+04,53,577,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_061,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.848,4.94E+03,7.79E+04,4.88E+03,7.79E+04,51,494,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_064,347.29501,347.29501,347.29501,7.49,7.43,7.57,0.827,5.86E+03,8.58E+04,5.72E+03,8.57E+04,55,586,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_065,347.29501,347.29501,347.29501,7.51,7.46,7.59,0.83,5.69E+03,8.13E+04,5.20E+03,8.12E+04,52,569,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_066,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.824,5.86E+03,8.24E+04,5.40E+03,8.24E+04,51,586,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_053,347.29501,347.29501,347.29501,7.52,7.48,7.6,0.826,5.52E+03,7.88E+04,4.90E+03,7.88E+04,47,552,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_067,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.824,5.55E+03,8.04E+04,5.08E+03,8.03E+04,52,555,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_068,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.83,5.39E+03,8.33E+04,5.26E+03,8.33E+04,56,539,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_069,347.29501,347.29501,347.29501,7.51,7.46,7.6,0.822,5.09E+03,7.80E+04,4.70E+03,7.80E+04,57,509,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_056,347.29501,347.29501,347.29501,7.47,7.43,7.56,0.836,5.45E+03,7.83E+04,5.00E+03,7.83E+04,55,545,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_063,347.29501,347.29501,347.29501,7.5,7.44,7.59,0.833,6.00E+03,8.38E+04,5.58E+03,8.38E+04,58,600,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_071,347.29501,347.29501,347.29501,7.48,7.42,7.56,0.834,6.23E+03,9.42E+04,6.18E+03,9.41E+04,55,623,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_070,347.29501,347.29501,347.29501,7.51,7.45,7.58,0.821,5.75E+03,8.72E+04,5.50E+03,8.71E+04,55,360,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_055,347.29501,347.29501,347.29501,7.5,7.44,7.58,0.844,5.19E+03,7.66E+04,4.95E+03,7.66E+04,55,519,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_072,347.29501,347.29501,347.29501,7.5,7.46,7.58,0.832,5.64E+03,8.31E+04,5.40E+03,8.30E+04,49,564,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_048,347.29501,347.29501,347.29501,7.47,7.42,7.56,0.828,6.10E+03,8.85E+04,5.59E+03,8.84E+04,58,610,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_044,347.29501,347.29501,347.29501,7.49,7.44,7.58,0.834,5.64E+03,8.27E+04,5.15E+03,8.26E+04,53,564,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_045,347.29501,347.29501,347.29501,7.52,7.47,7.6,0.846,5.89E+03,8.50E+04,5.69E+03,8.50E+04,52,589,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_046,347.29501,347.29501,347.29501,7.49,7.44,7.58,0.826,6.07E+03,8.57E+04,5.69E+03,8.56E+04,55,392,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_042,347.29501,347.29501,347.29501,7.5,7.45,7.57,0.831,5.24E+03,7.69E+04,5.02E+03,7.68E+04,51,524,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_043,347.29501,347.29501,347.29501,7.51,7.45,7.59,0.836,6.05E+03,8.62E+04,5.78E+03,8.61E+04,56,605,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_041,347.29501,347.29501,347.29501,7.48,7.44,7.56,0.822,4.85E+03,7.31E+04,4.74E+03,7.30E+04,50,485,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_137,347.29501,347.29501,347.29501,7.49,7.45,7.55,0.838,8.87E+03,8.25E+04,7.73E+03,8.24E+04,44,887,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_138,347.29501,347.29501,347.29501,7.5,7.47,7.57,0.834,8.91E+03,8.51E+04,8.10E+03,8.50E+04,42,604,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_135,347.29501,347.29501,347.29501,7.52,7.47,7.58,0.849,9.17E+03,8.84E+04,8.92E+03,8.84E+04,41,917,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_130,347.29501,347.29501,347.29501,7.51,7.45,7.57,0.831,3.48E+03,3.50E+04,3.10E+03,3.49E+04,43,348,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_125,347.29501,347.29501,347.29501,7.47,7.43,7.56,0.829,5.97E+03,8.90E+04,5.62E+03,8.90E+04,54,597,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_128,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.837,7.26E+03,1.08E+05,6.82E+03,1.08E+05,58,726,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_126,347.29501,347.29501,347.29501,7.49,7.45,7.59,0.847,6.23E+03,9.47E+04,6.05E+03,9.46E+04,56,623,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_131,347.29501,347.29501,347.29501,7.54,7.5,7.61,0.846,1.24E+04,1.25E+05,1.15E+04,1.24E+05,44,470,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_127,347.29501,347.29501,347.29501,7.51,7.46,7.61,0.823,5.94E+03,8.67E+04,5.60E+03,8.66E+04,57,594,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_132,347.29501,347.29501,347.29501,7.52,7.47,7.58,0.838,8.25E+03,8.38E+04,7.67E+03,8.37E+04,43,825,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_133,347.29501,347.29501,347.29501,7.5,7.45,7.57,0.847,1.20E+04,1.23E+05,1.19E+04,1.23E+05,46,300,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_134,347.29501,347.29501,347.29501,7.5,7.45,7.56,0.85,8.63E+03,8.76E+04,8.07E+03,8.75E+04,45,863,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_136,347.29501,347.29501,347.29501,7.52,7.47,7.59,0.836,9.15E+03,9.16E+04,8.55E+03,9.16E+04,49,915,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_003,347.29501,347.29501,347.29501,7.52,7.47,7.64,0.818,5.75E+03,8.53E+04,5.21E+03,8.50E+04,71,575,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_009,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.827,5.80E+03,8.33E+04,5.50E+03,8.33E+04,54,580,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_011,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.839,5.66E+03,7.77E+04,5.39E+03,7.77E+04,56,566,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_010,347.29501,347.29501,347.29501,7.49,7.43,7.57,0.847,5.54E+03,7.65E+04,5.25E+03,7.64E+04,57,554,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_012,347.29501,347.29501,347.29501,7.52,7.48,7.6,0.827,5.31E+03,7.69E+04,5.04E+03,7.69E+04,49,531,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_013,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.84,4.77E+03,6.87E+04,4.35E+03,6.87E+04,56,477,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_014,347.29501,347.29501,347.29501,7.48,7.44,7.56,0.84,4.71E+03,7.11E+04,4.51E+03,7.10E+04,46,471,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_004,347.29501,347.29501,347.29501,7.56,7.54,7.57,0.265,53.3,113,19.7,99.2,12,5.33,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_001,347.29501,347.29501,347.29501,7.54,7.35,7.68,0.744,13.4,173,5.17,41.4,109,1.34,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_005,347.29501,347.29501,347.29501,7.49,7.44,7.56,0.849,6.29E+03,9.19E+04,6.16E+03,9.18E+04,52,629,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_002,347.29501,347.29501,347.29501,7.35,7.35,7.4,0.0399,5.55,25.4,2.44,4.82,14,0.555,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_006,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.845,6.00E+03,9.02E+04,5.78E+03,9.02E+04,54,600,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_007,347.29501,347.29501,347.29501,7.52,7.47,7.6,0.844,5.48E+03,7.95E+04,5.25E+03,7.94E+04,54,548,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_008,347.29501,347.29501,347.29501,7.5,7.44,7.57,0.813,5.78E+03,8.38E+04,5.48E+03,8.38E+04,54,228,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_020,347.29501,347.29501,347.29501,7.48,7.44,7.55,0.819,4.41E+03,6.53E+04,4.35E+03,6.52E+04,45,441,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_021,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.825,6.05E+03,8.40E+04,5.38E+03,8.39E+04,58,605,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_032,347.29501,347.29501,347.29501,7.49,7.45,7.58,0.847,5.94E+03,8.25E+04,5.61E+03,8.25E+04,52,594,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_026,347.29501,347.29501,347.29501,7.48,7.42,7.56,0.829,5.54E+03,8.44E+04,5.15E+03,8.44E+04,56,554,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_034,347.29501,347.29501,347.29501,7.48,7.43,7.55,0.829,5.46E+03,8.07E+04,5.08E+03,8.07E+04,49,546,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_027,347.29501,347.29501,347.29501,7.52,7.46,7.59,0.834,5.35E+03,7.68E+04,4.94E+03,7.68E+04,54,535,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_035,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.826,5.50E+03,7.70E+04,5.01E+03,7.69E+04,53,550,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_036,347.29501,347.29501,347.29501,7.51,7.47,7.59,0.826,4.93E+03,7.70E+04,4.74E+03,7.69E+04,51,493,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_037,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.831,5.92E+03,8.18E+04,5.28E+03,8.18E+04,53,592,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_038,347.29501,347.29501,347.29501,7.48,7.43,7.55,0.823,5.98E+03,8.54E+04,5.62E+03,8.54E+04,51,598,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_015,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.819,4.67E+03,6.63E+04,4.08E+03,6.63E+04,53,467,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_028,347.29501,347.29501,347.29501,7.48,7.42,7.56,0.827,4.75E+03,7.49E+04,4.70E+03,7.49E+04,52,475,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_016,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.826,4.88E+03,7.09E+04,4.43E+03,7.08E+04,54,488,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_022,347.29501,347.29501,347.29501,7.51,7.46,7.59,0.829,5.30E+03,7.96E+04,5.11E+03,7.96E+04,54,530,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_017,347.29501,347.29501,347.29501,7.48,7.43,7.56,0.845,5.36E+03,7.84E+04,5.19E+03,7.83E+04,54,429,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_033,347.29501,347.29501,347.29501,7.51,7.45,7.59,0.83,6.03E+03,8.60E+04,5.52E+03,8.60E+04,57,603,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_025,347.29501,347.29501,347.29501,7.51,7.47,7.59,0.833,7.12E+03,9.67E+04,6.34E+03,9.66E+04,50,712,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_039,347.29501,347.29501,347.29501,7.49,7.44,7.58,0.837,5.78E+03,8.71E+04,5.71E+03,8.70E+04,56,578,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_040,347.29501,347.29501,347.29501,7.5,7.45,7.59,0.828,4.86E+03,7.19E+04,4.48E+03,7.19E+04,57,486,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_018,347.29501,347.29501,347.29501,7.48,7.44,7.57,0.822,5.29E+03,7.83E+04,4.85E+03,7.82E+04,52,529,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_019,347.29501,347.29501,347.29501,7.47,7.43,7.55,0.82,5.52E+03,8.42E+04,5.43E+03,8.41E+04,53,552,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_023,347.29501,347.29501,347.29501,7.49,7.44,7.57,0.844,5.70E+03,8.22E+04,5.37E+03,8.21E+04,51,570,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_024,347.29501,347.29501,347.29501,7.49,7.45,7.56,0.843,5.88E+03,8.15E+04,5.41E+03,8.15E+04,46,588,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_030,347.29501,347.29501,347.29501,7.49,7.44,7.56,0.832,6.24E+03,9.16E+04,5.72E+03,9.16E+04,49,624,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_031,347.29501,347.29501,347.29501,7.5,7.45,7.57,0.826,5.04E+03,7.40E+04,4.86E+03,7.39E+04,52,504,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_029,347.29501,347.29501,347.29501,7.48,7.43,7.57,0.846,5.47E+03,7.79E+04,5.08E+03,7.79E+04,53,547,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_106,347.29501,347.29501,347.29501,7.52,7.47,7.61,0.826,5.03E+03,7.71E+04,4.93E+03,7.70E+04,56,503,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_108,347.29501,347.29501,347.29501,7.48,7.44,7.57,0.831,5.64E+03,8.15E+04,5.44E+03,8.14E+04,53,564,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_124,347.29501,347.29501,347.29501,7.49,7.44,7.59,0.844,6.46E+03,9.91E+04,6.28E+03,9.90E+04,59,646,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_117,347.29501,347.29501,347.29501,7.47,7.42,7.56,0.813,1.95E+03,2.22E+04,1.57E+03,2.21E+04,54,195,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_102,347.29501,347.29501,347.29501,7.5,7.45,7.59,0.846,5.42E+03,8.19E+04,5.29E+03,8.19E+04,54,542,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_114,347.29501,347.29501,347.29501,7.49,7.44,7.56,0.814,1.59E+03,2.33E+04,1.42E+03,2.32E+04,46,159,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_100,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.832,5.61E+03,8.15E+04,5.48E+03,8.14E+04,56,561,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_104,347.29501,347.29501,347.29501,7.5,7.44,7.59,0.846,6.57E+03,8.83E+04,5.94E+03,8.83E+04,59,657,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_099,347.29501,347.29501,347.29501,7.5,7.45,7.58,0.831,5.34E+03,8.11E+04,4.99E+03,8.10E+04,52,534,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_105,347.29501,347.29501,347.29501,7.48,7.44,7.57,0.831,6.57E+03,9.64E+04,6.36E+03,9.63E+04,53,657,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_107,347.29501,347.29501,347.29501,7.51,7.46,7.59,0.845,5.90E+03,8.31E+04,5.63E+03,8.30E+04,52,590,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_111,347.29501,347.29501,347.29501,7.49,7.45,7.57,0.825,3.31E+03,5.10E+04,3.23E+03,5.09E+04,51,331,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_113,347.29501,347.29501,347.29501,7.49,7.45,7.58,0.805,1.68E+03,2.49E+04,1.51E+03,2.48E+04,54,168,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_119,347.29501,347.29501,347.29501,7.48,7.44,7.57,0.833,4.74E+03,7.27E+04,4.65E+03,7.26E+04,54,474,0,
0,cholic acid d4,cholic acid d4,mtab_TSQ_KHU8_2021_0618_120,347.29501,347.29501,347.29501,7.49,7.43,7.58,0.828,5.88E+03,8.69E+04,5.57E+03,8.68E+04,60,588,0,
